"draw","variable","value"
1572,"classPI",0.168581276884019
1573,"classPI",0.233509240675734
1574,"classPI",-0.314053801573055
1575,"classPI",0.0114917854791541
1576,"classPI",0.114236397361083
1577,"classPI",0.178785814772755
1578,"classPI",0.679520840045728
1579,"classPI",0.302870487635724
1580,"classPI",0.350560642288789
1581,"classPI",0.129363107270688
1582,"classPI",0.419125622819294
1583,"classPI",0.237473172421153
1584,"classPI",0.251690895117553
1585,"classPI",0.301537687533053
1586,"classPI",0.0645654362993076
1587,"classPI",0.118205612266122
1588,"classPI",-0.0293241908776575
1589,"classPI",-0.0831224034904094
1590,"classPI",0.139741486035394
1591,"classPI",0.449486833873689
1592,"classPI",-0.242511819048808
1593,"classPI",-0.410520530911706
1594,"classPI",0.212570411694502
1595,"classPI",-0.115933659912318
1596,"classPI",0.199504053166094
1597,"classPI",0.0892325598976233
1598,"classPI",-0.0514823607999157
1599,"classPI",0.370468647807833
1600,"classPI",0.174291089428862
1601,"classPI",0.231955144597145
1602,"classPI",-0.159450875583891
1603,"classPI",0.436849397312314
1604,"classPI",0.127474657922511
1605,"classPI",-0.123011224646061
1606,"classPI",0.0733631092460419
1607,"classPI",-0.108609973684958
1608,"classPI",-0.0739057436693097
1609,"classPI",-0.124050594071948
1610,"classPI",-0.123840600561974
1611,"classPI",0.0319542407099276
1612,"classPI",-0.123307282156846
1613,"classPI",0.297929235161062
1614,"classPI",0.181738186265362
1615,"classPI",0.288394016358407
1616,"classPI",0.274955351994553
1617,"classPI",-0.11813119774764
1618,"classPI",-0.0228047211867067
1619,"classPI",0.129749711975778
1620,"classPI",0.342932355627148
1621,"classPI",-0.187952627099382
1622,"classPI",0.255642482328313
1623,"classPI",-0.128639028040039
1624,"classPI",0.198822170274705
1625,"classPI",0.12510163537237
1626,"classPI",0.0931076313519801
1627,"classPI",0.0843284318228959
1628,"classPI",0.00158962157749047
1629,"classPI",-0.132845299010261
1630,"classPI",0.214396252505548
1631,"classPI",0.295534798506116
1632,"classPI",0.156132638928285
1633,"classPI",0.0505032338426908
1634,"classPI",-0.122971100941483
1635,"classPI",0.115569923446216
1636,"classPI",0.164869691116036
1637,"classPI",-0.111399617689788
1638,"classPI",-0.387796903731125
1639,"classPI",-0.208033216722276
1640,"classPI",0.0705662065486718
1641,"classPI",-0.00744679259766731
1642,"classPI",-0.124772181251796
1643,"classPI",0.348556492242013
1644,"classPI",-0.219459115778236
1645,"classPI",0.413370204539212
1646,"classPI",-0.0932051746577382
1647,"classPI",-0.0473913269717273
1648,"classPI",0.561264544902414
1649,"classPI",0.231288105160862
1650,"classPI",0.00197289900768462
1651,"classPI",0.205229077336008
1652,"classPI",0.106741657359983
1653,"classPI",-0.74990694486555
1654,"classPI",0.122967633789042
1655,"classPI",-0.0504263905810572
1656,"classPI",0.235706060761949
1657,"classPI",-0.0426655294463535
1658,"classPI",0.0431060130197281
1659,"classPI",-0.247372339288701
1660,"classPI",0.13687322053972
1661,"classPI",-0.121605955404546
1662,"classPI",0.121775051960497
1663,"classPI",0.487768339974854
1664,"classPI",-0.0517209262061271
1665,"classPI",0.275452968987155
1666,"classPI",0.0250235025966277
1667,"classPI",0.0483526528016715
1668,"classPI",0.452847335021796
1669,"classPI",0.0356097017437992
1670,"classPI",0.365199877582949
1671,"classPI",0.156514905043452
1672,"classPI",-0.0856120012055718
1673,"classPI",0.5318933119458
1674,"classPI",0.126933503038941
1675,"classPI",0.0956718979393101
1676,"classPI",-0.352317003825911
1677,"classPI",0.056967320227619
1678,"classPI",0.668651419559389
1679,"classPI",0.204913163797997
1680,"classPI",-0.320627790525347
1681,"classPI",0.225532634471942
1682,"classPI",0.104458071502105
1683,"classPI",-0.077711634983557
1684,"classPI",0.166510471629925
1685,"classPI",-0.111294180398418
1686,"classPI",-0.197750738003915
1687,"classPI",-0.0108896227942184
1688,"classPI",-0.066131525768813
1689,"classPI",0.411376730416
1690,"classPI",0.0938954160711091
1691,"classPI",-0.131390085280182
1692,"classPI",-0.474411205568007
1693,"classPI",-0.266951257332776
1694,"classPI",0.161217843350169
1695,"classPI",-0.0418899641077485
1696,"classPI",-0.311852834690081
1697,"classPI",0.107435705252941
1698,"classPI",-0.0268649408028194
1699,"classPI",0.5310372751663
1700,"classPI",0.0616692321782174
1701,"classPI",0.317873316420283
1702,"classPI",0.0840044941538425
1703,"classPI",-0.0546765895378727
1704,"classPI",0.107866490093731
1705,"classPI",-0.158063376467657
1706,"classPI",-0.257211001188397
1707,"classPI",0.310558950687867
1708,"classPI",0.0361267283262656
1709,"classPI",0.148743004722007
1710,"classPI",-0.0336811775436473
1711,"classPI",0.0621983304903011
1712,"classPI",0.109068147351865
1713,"classPI",-0.0164805761036205
1714,"classPI",-0.081844981684127
1715,"classPI",0.219687298750952
1716,"classPI",-0.191668484380805
1717,"classPI",0.105111684571308
1718,"classPI",0.0743569387326045
1719,"classPI",-0.0848979712325763
1720,"classPI",-0.113658952640411
1721,"classPI",0.0200796278336215
1722,"classPI",0.463820546207887
1723,"classPI",0.288345659212982
1724,"classPI",0.196358303084176
1725,"classPI",-0.460311367627154
1726,"classPI",-0.179870076572402
1727,"classPI",0.340475031290884
1728,"classPI",0.120565782787534
1729,"classPI",0.28304037720297
1730,"classPI",-0.219721054599955
1731,"classPI",0.162298745469324
1732,"classPI",0.00916505036626199
1733,"classPI",0.133127181235306
1734,"classPI",0.225264753483305
1735,"classPI",0.442100511089493
1736,"classPI",-0.0341252046163298
1737,"classPI",0.126146427237159
1738,"classPI",0.106163075803688
1739,"classPI",-0.030769375056704
1740,"classPI",0.313777716189793
1741,"classPI",-0.228946329769836
1742,"classPI",-0.374722301034632
1743,"classPI",0.224513786625251
1744,"classPI",-0.086001262850767
1745,"classPI",0.170745272717326
1746,"classPI",0.44634145992771
1747,"classPI",0.484305868643341
1748,"classPI",0.168206963438923
1749,"classPI",-0.107939130624963
1750,"classPI",-0.308180410582122
1751,"classPI",0.177053980816537
1752,"classPI",0.0150538233750256
1753,"classPI",0.107490140577253
1754,"classPI",0.0304059266610516
1755,"classPI",-0.0144394510258467
1756,"classPI",0.222050658833758
1757,"classPI",0.0508213545434732
1758,"classPI",-0.0621262141591666
1759,"classPI",0.162469149665954
1760,"classPI",0.0764541234681807
1761,"classPI",0.0283334213687272
1762,"classPI",-0.38864509341619
1763,"classPI",-0.198838402552471
1764,"classPI",0.137009911320109
1765,"classPI",-0.240012766051963
1766,"classPI",-0.356954616692212
1767,"classPI",0.0577602990685525
1768,"classPI",-0.0575497655963421
1769,"classPI",0.29484203059516
1770,"classPI",-0.161550692153254
1771,"classPI",0.123681343106208
1772,"classPI",-0.00294110687984925
1773,"classPI",-0.0970896339558249
1774,"classPI",0.280456471674932
1775,"classPI",0.0693119594981473
1776,"classPI",0.399309445471233
1777,"classPI",-0.286554164387439
1778,"classPI",0.095838793244228
1779,"classPI",0.220872149391246
1780,"classPI",0.133269724494663
1781,"classPI",-0.0179855400803126
1782,"classPI",-0.0710919677044053
1783,"classPI",0.16917285286186
1784,"classPI",-0.00345783557172299
1785,"classPI",0.0520762895499668
1786,"classPI",0.309690327880759
1787,"classPI",0.194495889656938
1788,"classPI",-0.214438878640109
1789,"classPI",0.30649539606716
1790,"classPI",-0.0840645071902368
1791,"classPI",-0.11184050225238
1792,"classPI",-0.0392817985119914
1793,"classPI",-0.102075381830622
1794,"classPI",0.314276166744954
1795,"classPI",0.268051662059401
1796,"classPI",0.107870783712742
1797,"classPI",0.0381197699478476
1798,"classPI",0.253976513064674
1799,"classPI",0.139604571737842
1800,"classPI",-0.0365081072637922
1801,"classPI",-0.032074519958872
1802,"classPI",0.00353370017521537
1803,"classPI",-0.0748536994450348
1804,"classPI",0.0308166949372784
1805,"classPI",0.142516243309748
1806,"classPI",-0.0207242031003161
1807,"classPI",0.39345137891243
1808,"classPI",0.0518364855410833
1809,"classPI",0.198812104996171
1810,"classPI",-0.196693300049005
1811,"classPI",-0.0660145371080656
1812,"classPI",-0.0993076237727091
1813,"classPI",0.364999147158424
1814,"classPI",-0.0046720102081287
1815,"classPI",-0.053216020424938
1816,"classPI",0.135146262653423
1817,"classPI",0.0534000944418897
1818,"classPI",0.36440500504287
1819,"classPI",-0.154865572398608
1820,"classPI",0.00982562095807413
1821,"classPI",0.133456733349154
1822,"classPI",0.598481112530199
1823,"classPI",0.303445429062837
1824,"classPI",0.254716546775204
1825,"classPI",-0.0397337235095985
1826,"classPI",-0.0940702652900531
1827,"classPI",-0.0301297294486885
1828,"classPI",-0.415548650230461
1829,"classPI",0.0196245337063378
1830,"classPI",-0.321885012870783
1831,"classPI",0.147031439138744
1832,"classPI",0.0632407509949204
1833,"classPI",0.00687498010017332
1834,"classPI",0.099371896488829
1835,"classPI",-0.0276962737885029
1836,"classPI",-0.0353088359717236
1837,"classPI",0.410968482543823
1838,"classPI",0.179265264310582
1839,"classPI",0.0438200747859113
1840,"classPI",-0.00670069543814578
1841,"classPI",0.0181136859212668
1842,"classPI",-0.0885647101100784
1843,"classPI",0.203796047840914
1844,"classPI",-0.0127183022886375
1845,"classPI",-0.0241819174777486
1846,"classPI",0.011250884316617
1847,"classPI",0.104913072833945
1848,"classPI",0.075797972688559
1849,"classPI",-0.308044615365521
1850,"classPI",-0.0894837359393431
1851,"classPI",-0.0200276538884442
1852,"classPI",0.293137309253898
1853,"classPI",0.192556573582264
1854,"classPI",0.222869086061054
1855,"classPI",0.306728718893702
1856,"classPI",0.186114927450889
1857,"classPI",0.126513286575011
1858,"classPI",0.11724777037382
1859,"classPI",-0.12259972928342
1860,"classPI",-0.308267667153767
1861,"classPI",0.345198229423599
1862,"classPI",0.148221666747785
1863,"classPI",-0.205001140300728
1864,"classPI",0.0915631821000666
1865,"classPI",-0.0602025386414698
1866,"classPI",0.246409060930094
1867,"classPI",0.266855165080307
1868,"classPI",0.197877410549019
1869,"classPI",-0.0770022839430079
1870,"classPI",-0.103902292236791
1871,"classPI",0.321975895853747
1872,"classPI",0.19994386372132
1873,"classPI",0.139251849719849
1874,"classPI",-0.0463547226570159
1875,"classPI",-0.281310398759717
1876,"classPI",0.575741439111498
1877,"classPI",-0.116312007435138
1878,"classPI",0.257226182725272
1879,"classPI",0.0929709579008447
1880,"classPI",0.196838475331348
1881,"classPI",-0.304054285443607
1882,"classPI",0.200187839329547
1883,"classPI",-0.101389321227605
1884,"classPI",-0.247498488366048
1885,"classPI",-0.298762066212268
1886,"classPI",0.00768720754038886
1887,"classPI",-0.128595275964171
1888,"classPI",0.519213189939633
1889,"classPI",-0.0948925970551805
1890,"classPI",-0.201282050789408
1891,"classPI",0.302871657584094
1892,"classPI",-0.010813509953852
1893,"classPI",-5.77671312060324e-06
1894,"classPI",-0.152119714522498
1895,"classPI",0.233728074398355
1896,"classPI",0.271064077617952
1897,"classPI",0.0111734556163773
1898,"classPI",0.148854206261805
1899,"classPI",0.0976811893107858
1900,"classPI",0.315575546703424
1901,"classPI",0.176466297272068
1902,"classPI",0.0515090917831799
1903,"classPI",-0.121174378700897
1904,"classPI",0.104962717638501
1905,"classPI",-0.21791417188505
1906,"classPI",0.231301389939134
1907,"classPI",0.219938397428603
1908,"classPI",0.280933479750183
1909,"classPI",0.224174237876247
1910,"classPI",0.378473610832035
1911,"classPI",0.11255366930465
1912,"classPI",-0.0163454554735256
1913,"classPI",-0.153177804568596
1914,"classPI",-0.124321295874604
1915,"classPI",-0.152203143537217
1916,"classPI",-0.25159582663452
1917,"classPI",-0.160168157059593
1918,"classPI",-0.0712078849215265
1919,"classPI",-0.325826759540404
1920,"classPI",-0.196390517800609
1921,"classPI",-0.0197137545398056
1922,"classPI",0.0725705343642648
1923,"classPI",0.0226568768079422
1924,"classPI",0.407342409957713
1925,"classPI",0.228050834543799
1926,"classPI",-0.187868853360919
1927,"classPI",-0.16301299613948
1928,"classPI",0.020294199463914
1929,"classPI",-0.180833320083083
1930,"classPI",0.00136752448209371
1931,"classPI",-0.00628221501871216
1932,"classPI",-0.0653634366420673
1933,"classPI",0.0263177397708686
1934,"classPI",0.418951288048368
1935,"classPI",0.407327295522339
1936,"classPI",0.211409276182058
1937,"classPI",0.106860310362819
1938,"classPI",0.151233684039558
1939,"classPI",0.0489295939729976
1940,"classPI",0.096576715115082
1941,"classPI",0.131413314321678
1942,"classPI",0.133818112528006
1943,"classPI",0.314421640712302
1944,"classPI",0.146149467817877
1945,"classPI",0.00822044966451717
1946,"classPI",0.0985488598118319
1947,"classPI",0.461014277603023
1948,"classPI",0.115211454274381
1949,"classPI",0.0170267142870369
1950,"classPI",0.177051120709303
1951,"classPI",0.0303896118621142
1952,"classPI",-0.204592522512489
1953,"classPI",-0.234835251165886
1954,"classPI",0.240043400526005
1955,"classPI",-0.071712053162298
1956,"classPI",0.198993526058655
1957,"classPI",0.364713456908586
1958,"classPI",0.3458168560953
1959,"classPI",0.028538251617953
1960,"classPI",-0.0212371414645794
1961,"classPI",0.0325435523817558
1962,"classPI",-0.226086394726538
1963,"classPI",0.0273490279417955
1964,"classPI",0.0392324985644833
1965,"classPI",0.359607266818641
1966,"classPI",0.298225177711693
1967,"classPI",0.0579154816554752
1968,"classPI",-0.0417193475192899
1969,"classPI",-0.306086923717386
1970,"classPI",0.206438571708852
1971,"classPI",0.335382569412776
1972,"classPI",-0.159668674625286
1973,"classPI",-0.0960141080278097
1974,"classPI",-0.300240463127382
1975,"classPI",0.456187956628632
1976,"classPI",0.0669453164207899
1977,"classPI",0.262921654872759
1978,"classPI",0.00211148380531878
1979,"classPI",-0.0761403507218838
1980,"classPI",0.13405936602095
1981,"classPI",0.20017238674957
1982,"classPI",0.218732175924093
1983,"classPI",-0.620257499165293
1984,"classPI",-0.154141055552096
1985,"classPI",0.337497489312198
1986,"classPI",-0.452569821110615
1987,"classPI",-0.0549336674699796
1988,"classPI",-0.0335285107196649
1989,"classPI",-0.0778608680804806
1990,"classPI",0.0591985618786824
1991,"classPI",0.291501958824811
1992,"classPI",-0.0482751575956155
1993,"classPI",-0.184469771163474
1994,"classPI",0.23198525082285
1995,"classPI",0.412828608890567
1996,"classPI",0.123767474429364
1997,"classPI",0.0082521018756838
1998,"classPI",-0.0912695629336463
1999,"classPI",-0.0121267071083254
2000,"classPI",0.16931119525451
2001,"classPI",0.190609282799672
2002,"classPI",0.322905389871924
2003,"classPI",0.0358931159765248
2004,"classPI",0.0345291937790781
2005,"classPI",0.0707436174790848
2006,"classPI",-0.11227062059499
2007,"classPI",0.382132146646158
2008,"classPI",0.140821435673418
2009,"classPI",-0.122401493554038
2010,"classPI",0.329618252480562
2011,"classPI",0.328854043616299
2012,"classPI",0.00756745316211957
2013,"classPI",0.12823399729715
2014,"classPI",0.227347683173082
2015,"classPI",-0.0455188506220465
2016,"classPI",0.168301319617671
2017,"classPI",0.015505913076759
2018,"classPI",-0.155550111920373
2019,"classPI",0.12894310520061
2020,"classPI",0.452990542606141
2021,"classPI",0.116755738565113
2022,"classPI",0.143854638349866
2023,"classPI",-0.215139813118417
2024,"classPI",0.0481361259871117
2025,"classPI",0.149225868625535
2026,"classPI",0.0969811480319261
2027,"classPI",0.335810473411575
2028,"classPI",0.0294285529979562
2029,"classPI",-0.0055076549034913
2030,"classPI",0.0416764642710057
2031,"classPI",-0.290342739212552
2032,"classPI",-0.0127057201873142
2033,"classPI",-0.65550122133419
2034,"classPI",0.274123657618046
2035,"classPI",0.0951780018259705
2036,"classPI",-0.00310724920112056
2037,"classPI",0.115152601810891
2038,"classPI",-0.123925637664771
2039,"classPI",0.142852664569097
2040,"classPI",-0.187955929854191
2041,"classPI",0.111255889434607
2042,"classPI",0.319500343392325
2043,"classPI",-0.0666255010136477
2044,"classPI",0.253197130032394
2045,"classPI",-0.251686258692459
2046,"classPI",0.0221228926213964
2047,"classPI",0.037043039578326
2048,"classPI",0.214930531236187
2049,"classPI",0.496994330548333
2050,"classPI",-0.00172550354789879
2051,"classPI",0.547090610543
2052,"classPI",-0.205274230501996
2053,"classPI",-0.0703094627960623
2054,"classPI",-0.0367118746556464
2055,"classPI",-0.392665557866748
2056,"classPI",0.11355389000052
2057,"classPI",0.0505837243715519
2058,"classPI",0.644439572563627
2059,"classPI",0.528313768269403
2060,"classPI",0.333957872806931
2061,"classPI",-0.0649623727970197
2062,"classPI",-0.369567646648473
2063,"classPI",0.126444755140771
2064,"classPI",0.18090990163285
2065,"classPI",0.196225313952681
2066,"classPI",0.014858784093198
2067,"classPI",-0.161384383502567
2068,"classPI",0.0715649862083256
2069,"classPI",-0.120107678865047
2070,"classPI",-0.0958067479751618
2071,"classPI",-0.143803198195659
2072,"classPI",-0.205480955976205
2073,"classPI",0.215560160455566
2074,"classPI",-0.110923394513155
2075,"classPI",-0.269427301957284
2076,"classPI",-0.220385222005318
2077,"classPI",0.296431717283575
2078,"classPI",-0.180183365053991
2079,"classPI",0.340636953379964
2080,"classPI",0.258726851192571
2081,"classPI",0.232783631463787
2082,"classPI",0.467562253220889
2083,"classPI",-0.117177609736119
2084,"classPI",-0.121248052311319
2085,"classPI",-0.0174114134122865
2086,"classPI",0.00357414255898908
2087,"classPI",-0.0584918003737708
2088,"classPI",-0.00644624192753256
2089,"classPI",-0.30472434478286
2090,"classPI",0.09781370355663
2091,"classPI",0.266280145353317
2092,"classPI",-0.0196484545005847
2093,"classPI",-0.186794560149133
2094,"classPI",-0.0311787005191975
2095,"classPI",-0.0999876137028293
2096,"classPI",0.342643629557521
2097,"classPI",0.105184329954735
2098,"classPI",-0.180377148233285
2099,"classPI",-0.146680366020838
2100,"classPI",-0.217742981486044
2101,"classPI",0.106964503779704
2102,"classPI",-0.00924179418068834
2103,"classPI",-0.28124039178398
2104,"classPI",0.395487900157336
2105,"classPI",0.188042838147653
2106,"classPI",0.161055392717838
2107,"classPI",-0.0404534775080989
2108,"classPI",0.586471407798339
2109,"classPI",0.538144737194023
2110,"classPI",0.362478729534379
2111,"classPI",0.112520021995721
2112,"classPI",-0.210393921036218
2113,"classPI",0.279159633489347
2114,"classPI",-0.0387055159824889
2115,"classPI",-0.0704709526188077
2116,"classPI",0.157763391038552
2117,"classPI",0.000451712973729368
2118,"classPI",0.29827236216692
2119,"classPI",0.400083586945342
2120,"classPI",0.0273571828345327
2121,"classPI",0.272221159813149
2122,"classPI",0.164348620173883
2123,"classPI",0.20912176984085
2124,"classPI",0.353370421285555
2125,"classPI",0.0144543358062917
2126,"classPI",-0.108215350723733
2127,"classPI",0.234158485877816
2128,"classPI",0.00585338292003415
2129,"classPI",-0.204237967877073
2130,"classPI",0.258384722118448
2131,"classPI",0.13011986508831
2132,"classPI",-0.00123659739964488
2133,"classPI",-0.052746619728208
2134,"classPI",0.137020338213911
2135,"classPI",0.311897019875258
2136,"classPI",0.617633145506753
2137,"classPI",0.158143831817286
2138,"classPI",-0.0929307945427803
2139,"classPI",0.0381493793913078
2140,"classPI",0.0852779505733698
2141,"classPI",0.363218916932882
2142,"classPI",0.294924066480951
2143,"classPI",-0.196852339247459
2144,"classPI",0.0324799606894773
2145,"classPI",0.472629656811508
2146,"classPI",0.0955833873334197
2147,"classPI",0.101134927418314
2148,"classPI",0.265063240299354
2149,"classPI",0.159631533801905
2150,"classPI",-0.10306067970147
2151,"classPI",-0.256308581233577
2152,"classPI",0.0631790974447451
2153,"classPI",0.213955731322858
2154,"classPI",0.180776112357925
2155,"classPI",-0.409107850004612
2156,"classPI",0.607211065004425
2157,"classPI",0.13641996503473
2158,"classPI",0.0595124400884154
2159,"classPI",0.572178422671661
2160,"classPI",-0.145374596287805
2161,"classPI",0.0708250391607988
2162,"classPI",0.135067646011117
2163,"classPI",-0.0591954194105764
2164,"classPI",-0.222303117189501
2165,"classPI",0.376560732390787
2166,"classPI",0.0729607935258992
2167,"classPI",-0.182770424953625
2168,"classPI",-0.181192934088191
2169,"classPI",0.0158314950524418
2170,"classPI",0.304142123253784
2171,"classPI",-0.35356310949177
2172,"classPI",-0.172473924903247
2173,"classPI",0.0697221264796085
2174,"classPI",0.298439825528802
2175,"classPI",0.0663114770036253
2176,"classPI",-0.0636983355364195
2177,"classPI",-0.0189722771243377
2178,"classPI",0.292351866202161
2179,"classPI",-0.0726959121070108
2180,"classPI",0.175786406134248
2181,"classPI",0.0411566924087611
2182,"classPI",-0.0270896305282002
2183,"classPI",0.294367435435206
2184,"classPI",-0.144076654820113
2185,"classPI",0.229400149170671
2186,"classPI",0.0893437388550193
2187,"classPI",0.153809961476657
2188,"classPI",0.0379506924725071
2189,"classPI",0.589781545234201
2190,"classPI",0.0652624373216646
2191,"classPI",0.0838077276576293
2192,"classPI",0.157704072128556
2193,"classPI",0.204992777684818
2194,"classPI",-0.0270895277972008
2195,"classPI",-0.0276992969530373
2196,"classPI",0.153926850873924
2197,"classPI",-0.0453206918686903
2198,"classPI",-0.133612490580349
2199,"classPI",0.321775085425606
2200,"classPI",0.142233061918024
2201,"classPI",-0.182056118748479
2202,"classPI",-0.152313323776598
2203,"classPI",0.0366066492952265
2204,"classPI",0.00554400779997317
2205,"classPI",-0.193192718491391
2206,"classPI",0.214511977986392
2207,"classPI",0.0340312286035081
2208,"classPI",0.338522760935315
2209,"classPI",0.338207021962589
2210,"classPI",-0.0972528419615828
2211,"classPI",0.122490948886963
2212,"classPI",0.376829664616601
2213,"classPI",-0.0758299033125964
2214,"classPI",0.247923587156464
2215,"classPI",0.146413721360625
2216,"classPI",0.164539213667712
2217,"classPI",0.126258415578323
2218,"classPI",0.112377558943664
2219,"classPI",-0.359009316875217
2220,"classPI",0.164573106135872
2221,"classPI",0.082564150059921
2222,"classPI",-0.431463282086865
2223,"classPI",0.206966254704834
2224,"classPI",-0.0937608665371438
2225,"classPI",0.0797445644491883
2226,"classPI",0.0622678541744842
2227,"classPI",0.0993510949963796
2228,"classPI",0.0265119755539263
2229,"classPI",0.0335388017635103
2230,"classPI",0.273867609285798
2231,"classPI",-0.327794979552838
2232,"classPI",0.350228085920303
2233,"classPI",0.188035807023839
2234,"classPI",-0.00370833176350568
2235,"classPI",-0.206120152838974
2236,"classPI",0.136528601071458
2237,"classPI",0.372117801760234
2238,"classPI",-0.0711361836626623
2239,"classPI",0.0974748743257556
2240,"classPI",-0.0183647677223768
2241,"classPI",-0.399237479108746
2242,"classPI",0.211237628802369
2243,"classPI",0.210695597520727
2244,"classPI",0.289689140159873
2245,"classPI",0.398598384640872
2246,"classPI",0.0247766777480222
2247,"classPI",-0.00419315024420451
2248,"classPI",0.370868665276131
2249,"classPI",0.168625439956152
2250,"classPI",-0.117360039446115
2251,"classPI",0.0651140120582503
2252,"classPI",-0.0283938664549324
2253,"classPI",0.216791113189319
2254,"classPI",0.204939985098118
2255,"classPI",0.0395160072491934
2256,"classPI",-0.260918726124919
2257,"classPI",-0.0359330640892723
2258,"classPI",-0.0745338001309789
2259,"classPI",0.0692964471763659
2260,"classPI",0.110976195252087
2261,"classPI",0.116724008234555
2262,"classPI",0.380559453124848
2263,"classPI",-0.365285681761894
2264,"classPI",-0.356624992313893
2265,"classPI",-0.0516744678072405
2266,"classPI",0.0410783106714196
2267,"classPI",0.32546684034863
2268,"classPI",-0.0490703504526185
2269,"classPI",0.453500760569888
2270,"classPI",0.213368958121067
2271,"classPI",0.687034574310988
2272,"classPI",-0.181858661473486
2273,"classPI",0.211888215277827
2274,"classPI",0.099882153401063
2275,"classPI",0.0457005484937651
2276,"classPI",0.443649997677294
2277,"classPI",-0.0606907644952711
2278,"classPI",0.109903895474355
2279,"classPI",0.30523675592255
2280,"classPI",-0.0658046175654668
2281,"classPI",-0.0315594010509461
2282,"classPI",0.0251973549996572
2283,"classPI",-0.322541128332414
2284,"classPI",0.206306255452278
2285,"classPI",0.265090567086933
2286,"classPI",-0.44930270725243
2287,"classPI",0.458154165360467
2288,"classPI",-0.0786424492798619
2289,"classPI",-0.29057079553701
2290,"classPI",0.110241735738708
2291,"classPI",0.195379671288578
2292,"classPI",-0.0797087626094996
2293,"classPI",0.126656403755303
2294,"classPI",0.553182302768747
2295,"classPI",0.0472317347526223
2296,"classPI",0.183241566488498
2297,"classPI",0.217974086778542
2298,"classPI",0.117810567191987
2299,"classPI",0.3439722123746
2300,"classPI",-0.0215919706217087
2301,"classPI",-0.0449256208779251
2302,"classPI",-0.295817707919975
2303,"classPI",-0.249599781685607
2304,"classPI",-0.296457045837752
2305,"classPI",0.0475062861646026
2306,"classPI",0.167504714961467
2307,"classPI",0.619089881856454
2308,"classPI",0.216304795701187
2309,"classPI",0.434108965836981
2310,"classPI",0.187039307709869
2311,"classPI",-0.115858340738251
2312,"classPI",0.199337100070703
2313,"classPI",0.251600184227055
2314,"classPI",0.263695617039659
2315,"classPI",0.114956679807349
2316,"classPI",-0.0937359777289713
2317,"classPI",-0.0679399866201417
2318,"classPI",0.0216881141287734
2319,"classPI",0.335515032039598
2320,"classPI",0.15954541270118
2321,"classPI",0.0149834196178028
2322,"classPI",0.413308915830308
2323,"classPI",0.140720280227201
2324,"classPI",0.254739818826275
2325,"classPI",0.337722751846272
2326,"classPI",0.111418925839232
2327,"classPI",0.136997652708011
2328,"classPI",0.224276541261421
2329,"classPI",0.43016946437682
2330,"classPI",0.0258431864346095
2331,"classPI",0.219593938639277
2332,"classPI",-0.231079840238625
2333,"classPI",0.166369089896204
2334,"classPI",0.545049708165439
2335,"classPI",0.0623599107078817
2336,"classPI",-0.163284582933138
2337,"classPI",-0.107330720771544
2338,"classPI",-0.181528418543373
2339,"classPI",-0.27884119030358
2340,"classPI",-0.0486171390215255
2341,"classPI",0.0586602207431747
2342,"classPI",0.0754509781631026
2343,"classPI",0.250323173586742
2344,"classPI",0.132707238677621
2345,"classPI",0.261193069840889
2346,"classPI",-0.160337356183981
2347,"classPI",-0.047230961843666
2348,"classPI",-0.0978938960785474
2349,"classPI",0.413279470852661
2350,"classPI",0.190030407742243
2351,"classPI",0.264014361116137
2352,"classPI",0.0965768146510188
2353,"classPI",0.498547089958084
2354,"classPI",0.0164493991773708
2355,"classPI",0.112690026388456
2356,"classPI",0.0217166557407859
2357,"classPI",0.0179164711062041
2358,"classPI",-0.0611993572630209
2359,"classPI",0.0214698094599642
2360,"classPI",0.0387363975435028
2361,"classPI",0.0665618086554882
2362,"classPI",0.138982099349981
2363,"classPI",0.0391396367032816
2364,"classPI",0.109222872792812
2365,"classPI",-0.210713461248708
2366,"classPI",0.0964974857276635
2367,"classPI",0.247520836220449
2368,"classPI",0.313662154752067
2369,"classPI",-0.0767913864814587
2370,"classPI",0.463388926804159
2371,"classPI",-0.00939485970371852
2372,"classPI",0.308477125620651
2373,"classPI",0.428015100741941
2374,"classPI",-0.0716944390318041
2375,"classPI",-0.101488821700694
2376,"classPI",-0.0716305599009081
2377,"classPI",-0.116331856777779
2378,"classPI",0.140687566749444
2379,"classPI",0.129974585664515
2380,"classPI",0.0936225378105383
2381,"classPI",-0.27424653745253
2382,"classPI",0.178597171533944
2383,"classPI",0.322466939818713
2384,"classPI",0.0763014789493893
2385,"classPI",0.615219447423155
2386,"classPI",0.0548740212357976
2387,"classPI",0.0126777510219444
2388,"classPI",-0.0321690418491281
2389,"classPI",0.508300160299056
2390,"classPI",0.143436794812908
2391,"classPI",-0.0821862145093341
2392,"classPI",0.448337687433632
2393,"classPI",0.257845760667598
2394,"classPI",-0.0714826006281274
2395,"classPI",0.0730536405870839
2396,"classPI",-0.0689095797834544
2397,"classPI",-0.151254027128543
2398,"classPI",-0.148804503846408
2399,"classPI",0.244679840072687
2400,"classPI",0.0808299581464736
2401,"classPI",-0.291047294318663
2402,"classPI",0.231979138887985
2403,"classPI",0.152866674919726
2404,"classPI",-0.0190517879984224
2405,"classPI",0.100272841501721
2406,"classPI",-0.113208443030226
2407,"classPI",-0.0266156135406086
2408,"classPI",0.468320096247586
2409,"classPI",0.278377427359221
