"draw","variable","value"
2318,"locmixed regions",0.362289865346385
2319,"locmixed regions",0.38399903303718
2320,"locmixed regions",0.105633354216327
2321,"locmixed regions",-0.110913411347712
2322,"locmixed regions",-0.0935892956679475
2323,"locmixed regions",-0.588638827448734
2324,"locmixed regions",-0.463390660568274
2325,"locmixed regions",-0.103686248665167
2326,"locmixed regions",0.174814970798132
2327,"locmixed regions",0.444241484276531
2328,"locmixed regions",0.128945363156427
2329,"locmixed regions",-0.440975894765753
2330,"locmixed regions",0.239351114344923
2331,"locmixed regions",-0.0927197386538041
2332,"locmixed regions",1.02766714778858
2333,"locmixed regions",0.0688358311076449
2334,"locmixed regions",-1.15781862518522
2335,"locmixed regions",-0.336561514269834
2336,"locmixed regions",0.107558098370339
2337,"locmixed regions",-0.312176605488553
2338,"locmixed regions",0.0081182469277816
2339,"locmixed regions",-0.0497774279878987
2340,"locmixed regions",0.308196345570453
2341,"locmixed regions",-0.337891019641132
2342,"locmixed regions",-0.75770926923445
2343,"locmixed regions",0.566409689194925
2344,"locmixed regions",-0.208515882518499
2345,"locmixed regions",0.849696010308991
2346,"locmixed regions",0.780462284230753
2347,"locmixed regions",-0.662873872449267
2348,"locmixed regions",-0.0655589050939756
2349,"locmixed regions",0.123563887262058
2350,"locmixed regions",-0.111960055134001
2351,"locmixed regions",0.503904308892398
2352,"locmixed regions",0.54097111752545
2353,"locmixed regions",-0.442925096828274
2354,"locmixed regions",-0.145937727876765
2355,"locmixed regions",0.142244086994526
2356,"locmixed regions",-0.73659984708232
2357,"locmixed regions",-0.544228297627778
2358,"locmixed regions",-0.724853812718218
2359,"locmixed regions",-0.572214547357082
2360,"locmixed regions",0.259274341788116
2361,"locmixed regions",-0.011307599069019
2362,"locmixed regions",-0.545178048712402
2363,"locmixed regions",0.355621872933321
2364,"locmixed regions",0.0586428080185828
2365,"locmixed regions",0.116471352295522
2366,"locmixed regions",0.14452138397813
2367,"locmixed regions",-0.304804010739577
2368,"locmixed regions",0.60951555228145
2369,"locmixed regions",-0.15492560129333
2370,"locmixed regions",0.296948407143982
2371,"locmixed regions",0.164231365256283
2372,"locmixed regions",-0.994000874789761
2373,"locmixed regions",-0.299013984684341
2374,"locmixed regions",-0.176498421877545
2375,"locmixed regions",-0.700229304291871
2376,"locmixed regions",-0.199532802837112
2377,"locmixed regions",-0.370737943531615
2378,"locmixed regions",-0.323792941522138
2379,"locmixed regions",0.201389804889217
2380,"locmixed regions",0.0271356495694647
2381,"locmixed regions",-0.279484782560505
2382,"locmixed regions",-1.2646761693184
2383,"locmixed regions",-0.466485647501222
2384,"locmixed regions",0.0757169612186358
2385,"locmixed regions",0.489250840048481
2386,"locmixed regions",0.056506336417488
2387,"locmixed regions",-0.337029124058569
2388,"locmixed regions",0.23489155109549
2389,"locmixed regions",-0.0536105079369969
2390,"locmixed regions",-0.378588549137161
2391,"locmixed regions",-0.439488431611815
2392,"locmixed regions",0.153130026533004
2393,"locmixed regions",-0.0510675527307435
2394,"locmixed regions",-0.253087383279157
2395,"locmixed regions",0.0757672905362301
2396,"locmixed regions",0.572549034753521
2397,"locmixed regions",0.147514228976832
2398,"locmixed regions",-0.247836040602359
2399,"locmixed regions",0.0696185293798185
2400,"locmixed regions",0.506230222117889
2401,"locmixed regions",-0.215669260748651
2402,"locmixed regions",-0.1227014466719
2403,"locmixed regions",0.797883763489685
2404,"locmixed regions",0.109518823204149
2405,"locmixed regions",-0.832548115180732
2406,"locmixed regions",-0.641446473572283
2407,"locmixed regions",-0.0813629570527942
2408,"locmixed regions",-0.314301541148751
2409,"locmixed regions",0.468260576122195
2410,"locmixed regions",-0.426186976732485
2411,"locmixed regions",0.310983885333335
2412,"locmixed regions",-0.261442624607
2413,"locmixed regions",0.380496158965158
2414,"locmixed regions",0.147613192202111
2415,"locmixed regions",0.148518835359408
2416,"locmixed regions",-0.201419309853325
2417,"locmixed regions",-0.49667980018093
2418,"locmixed regions",-0.143745796649993
2419,"locmixed regions",0.0647989811837831
2420,"locmixed regions",-0.644110768419059
2421,"locmixed regions",0.458507610881248
2422,"locmixed regions",-0.40067911082571
2423,"locmixed regions",-0.623390573779391
2424,"locmixed regions",-0.553403205331117
2425,"locmixed regions",-0.132038433100881
2426,"locmixed regions",-0.367654938439798
2427,"locmixed regions",-0.803793303492292
2428,"locmixed regions",-0.0858196958567412
2429,"locmixed regions",-0.639656950723943
2430,"locmixed regions",-0.407587509582682
2431,"locmixed regions",-0.651470692593952
2432,"locmixed regions",0.391141595941271
2433,"locmixed regions",-0.287361945079444
2434,"locmixed regions",-0.605733084885164
2435,"locmixed regions",1.17007389766397
2436,"locmixed regions",-0.954583707447254
2437,"locmixed regions",-0.172913219033351
2438,"locmixed regions",1.10410344012647
2439,"locmixed regions",-0.606184925680314
2440,"locmixed regions",-0.845697398476622
2441,"locmixed regions",-0.558971759933502
2442,"locmixed regions",0.260618997117588
2443,"locmixed regions",-0.0796684790466136
2444,"locmixed regions",-0.812711660682828
2445,"locmixed regions",-0.734555475792599
2446,"locmixed regions",-0.124564844167412
2447,"locmixed regions",-0.0291088298454042
2448,"locmixed regions",0.0980679507685387
2449,"locmixed regions",-0.848112621806009
2450,"locmixed regions",0.267561367455024
2451,"locmixed regions",-0.626280462820486
2452,"locmixed regions",-0.165579621897902
2453,"locmixed regions",0.363737433775963
2454,"locmixed regions",0.21643578046045
2455,"locmixed regions",-0.155117982415199
2456,"locmixed regions",0.206476061804595
2457,"locmixed regions",-0.0316925592046399
2458,"locmixed regions",-0.186660157067139
2459,"locmixed regions",-0.117748871013712
2460,"locmixed regions",-0.114030702453261
2461,"locmixed regions",-0.14220520813846
2462,"locmixed regions",-0.212351537451652
2463,"locmixed regions",-0.625092231314362
2464,"locmixed regions",0.410098288712224
2465,"locmixed regions",-0.0917146560532281
2466,"locmixed regions",0.148567768375721
2467,"locmixed regions",-0.697348169607314
2468,"locmixed regions",-0.290530243437569
2469,"locmixed regions",0.124382322766507
2470,"locmixed regions",-0.532533846139948
2471,"locmixed regions",0.635915705033412
2472,"locmixed regions",0.908040094587686
2473,"locmixed regions",-0.403510960244409
2474,"locmixed regions",-0.23897119454331
2475,"locmixed regions",0.681511398962237
2476,"locmixed regions",-0.0640263449887936
2477,"locmixed regions",0.228488982822906
2478,"locmixed regions",-0.532177770901742
2479,"locmixed regions",0.673852290399062
2480,"locmixed regions",0.373438974780241
2481,"locmixed regions",-0.582076391098159
2482,"locmixed regions",0.367316521604509
2483,"locmixed regions",-0.186929740954165
2484,"locmixed regions",-0.632937851384795
2485,"locmixed regions",-0.497805076270683
2486,"locmixed regions",-0.283868183113488
2487,"locmixed regions",-0.480079550360002
2488,"locmixed regions",-0.560785181836209
2489,"locmixed regions",-0.297906532155204
2490,"locmixed regions",-0.265161699550169
2491,"locmixed regions",0.214252672615666
2492,"locmixed regions",0.276617534924552
2493,"locmixed regions",-0.239630045567658
2494,"locmixed regions",-0.143125971053807
2495,"locmixed regions",-0.831711693447352
2496,"locmixed regions",0.879136693132829
2497,"locmixed regions",0.112242012134792
2498,"locmixed regions",-0.0839850543107368
2499,"locmixed regions",-0.0995800243944996
2500,"locmixed regions",-0.617353894328732
2501,"locmixed regions",-0.406768642383435
2502,"locmixed regions",-0.66290524606862
2503,"locmixed regions",-0.145196046657258
2504,"locmixed regions",-0.235698104325891
2505,"locmixed regions",0.106336086711248
2506,"locmixed regions",-0.114500128824108
2507,"locmixed regions",-0.329814863214761
2508,"locmixed regions",0.326829164342528
2509,"locmixed regions",0.233478987899334
2510,"locmixed regions",-0.437535119478158
2511,"locmixed regions",0.424698948041452
2512,"locmixed regions",-0.0417789304306744
2513,"locmixed regions",-0.48560215211736
2514,"locmixed regions",-0.748416194302409
2515,"locmixed regions",-0.285143324949488
2516,"locmixed regions",-0.432051753361276
2517,"locmixed regions",-0.632939932216865
2518,"locmixed regions",-0.806660661207592
2519,"locmixed regions",0.764726621857052
2520,"locmixed regions",-0.18667856682808
2521,"locmixed regions",0.70785147469747
2522,"locmixed regions",0.190132791875326
2523,"locmixed regions",-0.342487622254273
2524,"locmixed regions",-0.260263437197718
2525,"locmixed regions",0.358173092105645
2526,"locmixed regions",0.451283244581473
2527,"locmixed regions",-0.42097359353878
2528,"locmixed regions",-0.50117180268693
2529,"locmixed regions",0.290695375509009
2530,"locmixed regions",-0.189970972497409
2531,"locmixed regions",-0.68744363829561
2532,"locmixed regions",0.467286918551427
2533,"locmixed regions",-0.685411660797769
2534,"locmixed regions",0.102657505115509
2535,"locmixed regions",-0.0468644187127332
2536,"locmixed regions",-0.439776690951006
2537,"locmixed regions",-0.310649873270043
2538,"locmixed regions",0.0499094986998729
2539,"locmixed regions",0.700802627170362
2540,"locmixed regions",-0.40995783897589
2541,"locmixed regions",-0.342701743327217
2542,"locmixed regions",-0.338360869731386
2543,"locmixed regions",-0.344934178727448
2544,"locmixed regions",-1.11180259033095
2545,"locmixed regions",-0.429952312277508
2546,"locmixed regions",-0.418415924188066
2547,"locmixed regions",0.486226408946125
2548,"locmixed regions",-0.718247633108534
2549,"locmixed regions",0.76018137143582
2550,"locmixed regions",0.567953798544075
2551,"locmixed regions",0.729368596674479
2552,"locmixed regions",-0.154356618698352
2553,"locmixed regions",0.367637556766509
2554,"locmixed regions",-0.194437185245408
2555,"locmixed regions",-0.691157779568563
2556,"locmixed regions",0.414540238393182
2557,"locmixed regions",0.194302196256958
2558,"locmixed regions",-0.840645614776504
2559,"locmixed regions",-0.676877951105269
2560,"locmixed regions",-0.469716217653444
2561,"locmixed regions",-0.203244700416197
2562,"locmixed regions",-0.461336056522514
2563,"locmixed regions",-0.304697290641718
2564,"locmixed regions",-0.242978885272275
2565,"locmixed regions",-0.605334856180377
2566,"locmixed regions",-0.0276158425275932
2567,"locmixed regions",-0.214819477344033
2568,"locmixed regions",-0.243557444564543
2569,"locmixed regions",-0.633323017734478
2570,"locmixed regions",0.505133477904664
2571,"locmixed regions",-0.78487903246773
2572,"locmixed regions",-0.321515502043182
2573,"locmixed regions",-0.73849842183946
2574,"locmixed regions",0.518673324462996
2575,"locmixed regions",-0.806824917825022
2576,"locmixed regions",0.0738176104973737
2577,"locmixed regions",-0.422484858034929
2578,"locmixed regions",0.0952732937407661
2579,"locmixed regions",-0.014312385708149
2580,"locmixed regions",0.479015010591627
2581,"locmixed regions",0.0123379701831024
2582,"locmixed regions",-1.07272444072303
2583,"locmixed regions",0.286669231926293
2584,"locmixed regions",-0.353660102876752
2585,"locmixed regions",0.295690488641677
2586,"locmixed regions",0.0118434847724239
2587,"locmixed regions",0.736252391706439
2588,"locmixed regions",0.522840365350731
2589,"locmixed regions",-0.100450940161429
2590,"locmixed regions",-0.0107260497900596
2591,"locmixed regions",-0.197023970696182
2592,"locmixed regions",0.388114701203872
2593,"locmixed regions",-0.0856870165685383
2594,"locmixed regions",-0.569028329629013
2595,"locmixed regions",-0.300837918877688
2596,"locmixed regions",-0.598779631390839
2597,"locmixed regions",-0.42607881331101
2598,"locmixed regions",-0.372280747227914
2599,"locmixed regions",0.0030342311875878
2600,"locmixed regions",-0.232846957342888
2601,"locmixed regions",-0.345931965736864
2602,"locmixed regions",-0.882547430036005
2603,"locmixed regions",-0.0502412333928134
2604,"locmixed regions",-0.840578774860472
2605,"locmixed regions",-1.17106562489305
2606,"locmixed regions",0.327368194081863
2607,"locmixed regions",-1.19432519430296
2608,"locmixed regions",-0.597002307365563
2609,"locmixed regions",-0.468623048603675
2610,"locmixed regions",0.198089403867024
2611,"locmixed regions",0.108475781598494
2612,"locmixed regions",-0.359482055816299
2613,"locmixed regions",0.374234149293438
2614,"locmixed regions",0.676778314292749
2615,"locmixed regions",-0.721751114600036
2616,"locmixed regions",-0.0590484069603375
2617,"locmixed regions",-0.345594055726089
2618,"locmixed regions",0.111736354040418
2619,"locmixed regions",-0.116334270268116
2620,"locmixed regions",-0.235487565860371
2621,"locmixed regions",-0.604408732129599
2622,"locmixed regions",0.318314662529
2623,"locmixed regions",-0.366488080913035
2624,"locmixed regions",-0.343767671046655
2625,"locmixed regions",-0.100685816643783
2626,"locmixed regions",-0.143532339326031
2627,"locmixed regions",-0.350618840097486
2628,"locmixed regions",-0.315331978602994
2629,"locmixed regions",0.525676835483532
2630,"locmixed regions",0.417444587044429
2631,"locmixed regions",-0.0636430775431564
2632,"locmixed regions",-0.0805614682419033
2633,"locmixed regions",0.0658030012412928
2634,"locmixed regions",-0.526435127575926
2635,"locmixed regions",0.180467047334114
2636,"locmixed regions",-0.422288514442527
2637,"locmixed regions",0.164462283289456
2638,"locmixed regions",-0.338982498972362
2639,"locmixed regions",0.0949742346979119
2640,"locmixed regions",0.462138734105267
2641,"locmixed regions",0.183130322352282
2642,"locmixed regions",-0.879984108642643
2643,"locmixed regions",1.35304681404805
2644,"locmixed regions",-0.375577529139227
2645,"locmixed regions",-1.4840691906462
2646,"locmixed regions",-0.142970710053324
2647,"locmixed regions",0.312048060863425
2648,"locmixed regions",-0.327585698665465
2649,"locmixed regions",-0.120915646070031
2650,"locmixed regions",0.0249201819422047
2651,"locmixed regions",0.571962843568079
2652,"locmixed regions",0.329396283877303
2653,"locmixed regions",-0.158696203555944
2654,"locmixed regions",-0.457891023806571
2655,"locmixed regions",-0.00208045585532213
2656,"locmixed regions",-0.0732779478384681
2657,"locmixed regions",0.307203782904461
2658,"locmixed regions",-0.705126748539547
2659,"locmixed regions",-0.591069549667052
2660,"locmixed regions",-0.179699070356598
2661,"locmixed regions",0.243500779645654
2662,"locmixed regions",0.23110453578249
2663,"locmixed regions",-0.324483399650957
2664,"locmixed regions",-0.706370906065002
2665,"locmixed regions",-0.33182228326427
